service_id,date,exception_type
288834_237588,20250420,2
288834_237590,20250421,1
288834_237590,20250420,1
288834_237592,20250421,2
288834_237592,20250420,2
288835_237354,20250430,1
288835_237354,20250618,1
288835_237354,20250814,1
288835_237355,20251110,1
288835_237382,20250421,2
288835_237382,20250420,2
288835_237532,20250421,2
288835_237532,20250420,2
288835_237537,20250422,1
288835_237537,20250502,1
288835_237537,20250620,1
288835_237537,20251112,1
288835_237539,20250421,2
288835_237539,20250420,2
288835_238201,20250421,2
288835_238201,20250420,2
288835_238207,20250421,2
288835_238207,20250420,2
288835_238210,20250421,1
288835_238210,20250420,1
288835_238214,20250421,2
288835_238214,20250420,2
288835_238216,20250421,1
288835_238216,20250420,1
288835_238238,20250421,2
288835_238238,20250420,2
288835_238250,20250421,2
288835_238250,20250420,2
288835_238261,20250421,1
288835_238261,20250420,1
288835_238262,20250421,2
288835_238262,20250420,2
288835_238268,20250421,2
288835_238268,20250420,2
288836_237349,20251110,1
288836_237349,20250814,1
288836_237349,20250430,1
288836_237349,20250618,1
288836_237349,20250420,1
288836_237351,20250421,1
288836_237351,20250420,1
288836_237719,20250421,1
288836_237719,20250420,1
288836_237725,20250421,2
288836_237725,20250420,2
288836_237729,20250430,1
288836_237730,20250618,1
288836_237980,20250421,1
288836_237980,20250420,1
288836_237981,20250421,2
288836_237981,20250420,2
288836_237985,20250421,2
288836_237985,20250420,2
288836_238001,20250421,2
288836_238001,20250420,2
288836_238028,20250421,1
288836_238028,20250420,1
288836_238029,20250421,2
288836_238029,20250420,2
288836_238031,20250725,1
288836_238031,20250808,1
288836_238031,20250912,1
288836_238031,20250620,1
288836_238031,20250829,1
288836_238031,20250926,1
288836_238031,20250905,1
288836_238031,20250919,1
288836_238031,20250502,1
288836_238031,20250711,1
288836_238031,20250801,1
288836_238031,20250718,1
288836_238031,20250704,1
288836_238031,20250822,1
288836_238031,20251111,2
288836_238031,20250421,2
288836_238031,20250619,2
288836_238031,20250430,2
288836_238031,20250618,2
288836_238031,20250501,2
288836_238033,20250430,1
288836_238034,20250618,1
288837_237334,20250421,2
288837_237334,20250420,2
288837_237338,20250421,2
288837_237338,20250420,2
288837_237342,20250421,2
288837_237342,20250420,2
288837_237422,20250421,2
288837_237422,20250420,2
288837_237426,20250421,1
288837_237426,20250420,1
288837_237427,20250421,2
288837_237427,20250420,2
288837_237433,20250421,1
288837_237433,20250420,1
288837_237437,20250421,2
288837_237437,20250420,2
288837_237445,20250421,2
288837_237445,20250420,2
288837_237454,20250421,1
288837_237454,20250420,1
288837_237455,20250421,2
288837_237455,20250420,2
288837_237465,20250502,1
288837_237465,20250620,1
288837_237465,20251111,2
288837_237465,20250421,2
288837_237465,20250619,2
288837_237465,20250814,2
288837_237465,20250430,2
288837_237465,20250618,2
288837_237465,20250501,2
288837_237467,20250421,1
288837_237467,20250420,1
288838_237371,20250421,1
288838_237371,20250420,1
288838_237472,20250421,2
288838_237472,20250420,2
288838_237475,20250421,1
288838_237475,20250420,1
288838_237478,20250421,2
288838_237478,20250420,2
288838_237481,20250421,2
288838_237481,20250420,2
288838_237490,20250421,2
288838_237490,20250420,2
288838_237497,20250421,2
288838_237497,20250420,2
288838_237503,20250421,2
288838_237503,20250420,2
288838_237506,20250421,1
288838_237506,20250420,1
288838_237509,20250421,2
288838_237509,20250420,2
288838_237521,20250421,2
288838_237521,20250420,2
288838_237527,20250421,2
288838_237527,20250420,2
288840_237312,20250421,1
288840_237312,20250420,1
288841_238303,20250421,1
288841_238303,20250420,1
288841_238311,20250421,2
288841_238311,20250420,2
288841_238317,20250421,2
288841_238317,20250420,2
288841_238325,20250421,2
288841_238325,20250420,2
288841_238329,20250421,2
288841_238329,20250420,2
288841_238340,20250421,1
288841_238340,20250420,1
288841_238341,20250421,2
288841_238341,20250420,2
288841_238345,20250421,1
288841_238345,20250420,1
288841_238347,20250421,2
288841_238347,20250420,2
288841_238353,20250421,2
288841_238353,20250420,2
288841_238357,20250421,2
288841_238357,20250420,2
288841_238359,20250421,2
288841_238359,20250420,2
288841_238361,20250421,2
288841_238361,20250420,2
288842_237667,20250421,1
288842_237667,20250420,1
288842_237668,20250421,1
288842_237668,20250420,1
288842_237682,20250421,1
288842_237682,20250420,1
288842_238421,20250421,1
288842_238421,20250420,1
288842_238425,20250421,1
288842_238425,20250420,1
288842_238431,20250421,1
288842_238431,20250420,1
288842_238432,20250421,2
288842_238432,20250420,2
288842_238433,20250421,1
288842_238433,20250420,1
288842_238437,20250421,1
288842_238437,20250420,1
288843_237568,20250421,2
288843_237568,20250420,2
288843_237759,20250421,1
288843_237759,20250420,1
288843_237760,20250421,2
288843_237760,20250420,2
288843_238240,20250421,2
288843_238240,20250420,2
288843_238297,20250421,1
288843_238297,20250420,1
288843_238301,20250421,2
288843_238301,20250420,2
288846_238369,20250421,1
288846_238369,20250420,1
288846_238412,20250430,1
288846_238413,20250618,1
288846_238414,20250814,1
288848_237633,20250421,1
288848_237633,20250420,1
288848_237634,20250421,2
288848_237634,20250420,2
288848_237642,20250421,1
288848_237642,20250420,1
288848_237649,20250430,1
288848_237650,20250618,1
288848_237651,20250814,1
288848_238392,20250421,1
288848_238392,20250420,1
288848_238393,20250421,2
288848_238393,20250420,2
288849_237665,20250421,2
288849_237665,20250420,2
288849_237672,20250421,1
288849_237672,20250420,1
288849_237673,20250421,2
288849_237673,20250420,2
288849_237677,20250421,1
288849_237677,20250420,1
288849_237678,20250421,2
288849_237678,20250420,2
288849_237680,20250421,2
288849_237680,20250420,2
288849_238168,20250421,2
288849_238168,20250420,2
288850_237683,20250815,1
288850_237683,20250619,1
288850_238484,20250815,1
288850_238484,20250619,1
288851_237373,20250421,1
288851_237373,20250420,1
288851_237374,20250421,2
288851_237374,20250420,2
288851_237376,20250421,2
288851_237376,20250420,2
288851_237701,20250421,1
288851_237701,20250420,1
288851_237703,20250421,1
288851_237703,20250420,1
288851_237713,20250421,1
288851_237713,20250420,1
288851_237722,20250421,1
288851_237722,20250420,1
288851_237724,20250421,1
288851_237724,20250420,1
288851_237807,20250421,1
288851_237807,20250420,1
288851_237808,20250421,2
288851_237808,20250420,2
288854_237843,20250421,2
288854_237843,20250420,2
288854_237847,20250421,2
288854_237847,20250420,2
288854_237851,20250421,2
288854_237851,20250420,2
288854_237855,20250421,2
288854_237855,20250420,2
288854_237861,20250421,2
288854_237861,20250420,2
288854_237865,20250421,2
288854_237865,20250420,2
288854_237869,20250421,2
288854_237869,20250420,2
288854_237873,20250421,2
288854_237873,20250420,2
288854_237877,20250421,2
288854_237877,20250420,2
288854_237881,20250421,2
288854_237881,20250420,2
288854_237885,20250421,2
288854_237885,20250420,2
288854_237891,20250421,2
288854_237891,20250420,2
288854_237895,20250421,2
288854_237895,20250420,2
288854_237899,20250421,2
288854_237899,20250420,2
288856_238070,20250421,2
288856_238070,20250420,2
288856_238078,20250421,2
288856_238078,20250420,2
288856_238105,20250421,2
288856_238105,20250420,2
288856_238109,20250421,2
288856_238109,20250420,2
288856_238115,20250421,2
288856_238115,20250420,2
288858_238129,20250421,2
288858_238129,20250420,2
288858_238140,20250421,2
288858_238140,20250420,2
288859_237394,20250421,2
288859_237394,20250420,2
288859_238134,20250421,1
288859_238134,20250420,1
288859_238164,20250421,2
288859_238164,20250420,2
288859_238166,20250421,1
288859_238166,20250420,1
288860_237271,20250421,2
288860_237271,20250420,2
288860_238160,20250421,2
288860_238160,20250420,2
288860_238188,20250421,2
288860_238188,20250420,2
288860_238419,20250421,2
288860_238419,20250420,2
288860_238427,20250421,2
288860_238427,20250420,2
288860_238435,20250421,2
288860_238435,20250420,2
288860_238439,20250421,1
288860_238439,20250420,1
288860_238440,20250421,2
288860_238440,20250420,2
288861_238170,20250421,2
288861_238170,20250420,2
288861_238178,20250421,2
288861_238178,20250420,2
288862_238225,20250421,2
288862_238225,20250420,2
288863_238222,20250421,1
288863_238222,20250420,1
288863_238223,20250421,2
288863_238223,20250420,2
288864_238247,20250421,1
288864_238247,20250420,1
288867_238305,20250421,2
288867_238305,20250420,2
288867_238321,20250421,2
288867_238321,20250420,2
288867_238331,20250421,2
288867_238331,20250420,2
288869_238444,20250421,2
288869_238444,20250420,2
288869_238446,20250421,1
288869_238446,20250420,1
288869_238454,20250421,2
288869_238454,20250420,2
288869_238462,20250421,1
288869_238462,20250420,1
288869_238472,20250421,2
288869_238472,20250420,2
288869_238474,20250421,1
288869_238474,20250420,1
288869_238476,20250421,2
288869_238476,20250420,2
288869_238483,20250421,1
288869_238483,20250420,1
