service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
245092_116177,1,1,1,1,1,1,1,20240609,20241214
245093_116174,1,1,1,1,1,1,1,20240411,20240411
245093_116603,1,1,1,1,1,0,0,20240330,20240607
245093_116604,1,1,1,1,1,0,0,20240610,20241213
245093_116607,1,1,1,1,1,1,1,20240330,20240608
245093_116608,1,1,1,1,1,1,1,20240609,20241214
245093_116610,1,1,1,1,1,1,1,20240330,20240608
245093_116611,1,1,1,1,1,1,1,20240609,20241214
245093_116613,1,1,1,1,1,0,0,20240330,20240607
245093_116614,1,1,1,1,1,0,0,20240610,20241213
245093_116621,1,1,1,1,1,0,0,20240330,20241213
245093_116628,1,1,1,1,1,1,1,20240411,20240411
245093_116633,1,1,1,1,1,1,1,20240330,20240608
245093_116634,1,1,1,1,1,1,1,20240402,20240403
245093_116635,1,1,1,1,1,1,1,20240609,20241214
245093_116636,1,1,1,1,1,0,0,20240330,20241213
245093_116638,1,1,1,1,1,1,1,20240330,20240608
245093_116639,1,1,1,1,1,1,1,20240609,20241214
245094_116179,1,1,1,1,1,0,0,20240330,20240607
245094_116180,1,1,1,1,1,1,1,20240603,20240606
245094_116181,1,1,1,1,1,0,0,20240610,20241213
245094_116540,1,1,1,1,1,0,0,20240330,20241213
245094_116556,1,1,1,1,1,0,0,20240330,20241213
245094_116557,1,1,1,1,1,1,1,20240604,20240607
245094_116559,1,1,1,1,1,1,1,20240330,20240608
245094_116560,1,1,1,1,1,1,1,20240604,20240607
245094_116561,1,1,1,1,1,1,1,20240609,20241214
245094_116563,1,1,1,1,1,1,1,20240330,20240608
245094_116564,1,1,1,1,1,1,1,20240603,20240606
245094_116565,1,1,1,1,1,1,1,20240609,20241214
245094_116567,0,0,0,0,1,0,0,20240330,20240502
245094_116568,0,0,0,0,1,0,0,20240510,20241031
245094_116569,0,0,0,0,1,0,0,20241108,20241213
245094_117662,1,1,1,1,1,0,0,20240330,20240607
245094_117663,1,1,1,1,1,0,0,20240610,20241213
245094_117668,1,1,1,1,1,0,0,20240330,20240531
245094_117669,1,1,1,1,1,1,1,20240402,20240403
245094_117670,1,1,1,1,1,1,1,20240411,20240411
245094_117671,1,1,1,1,1,1,1,20240603,20240607
245094_117672,1,1,1,1,1,0,0,20240610,20241213
245094_117676,0,0,0,0,0,1,1,20240330,20240608
245094_117677,0,0,0,0,0,1,1,20240609,20241214
245094_117679,1,1,1,1,1,1,1,20240330,20240608
245094_117680,1,1,1,1,1,1,1,20240402,20240405
245094_117681,1,1,1,1,1,1,1,20240411,20240411
245094_117682,1,1,1,1,1,1,1,20240603,20240607
245094_117683,1,1,1,1,1,1,1,20240609,20241214
245094_117686,1,1,1,1,1,1,1,20240402,20240405
245094_117687,1,1,1,1,1,0,0,20240408,20240531
245094_117688,1,1,1,1,1,1,1,20240411,20240411
245094_117689,1,1,1,1,1,1,1,20240603,20240607
245094_117690,1,1,1,1,1,0,0,20240610,20241213
245094_117692,0,0,0,0,0,1,1,20240330,20240608
245094_117693,0,0,0,0,0,1,1,20240609,20241214
245094_117708,1,1,1,1,1,1,1,20240330,20240608
245094_117709,0,0,0,1,1,0,0,20240402,20240411
245094_117710,1,1,1,1,1,1,1,20240603,20240606
245094_117711,1,1,1,1,1,1,1,20240609,20241214
245094_117713,1,1,1,1,1,1,1,20240330,20240608
245094_117714,1,1,1,1,1,1,1,20240402,20240405
245094_117715,1,1,1,1,1,1,1,20240603,20240606
245094_117716,1,1,1,1,1,1,1,20240609,20241214
245094_117722,1,1,1,1,1,0,0,20240330,20240607
245094_117723,1,1,1,1,1,0,0,20240610,20241213
245094_117731,1,1,1,1,1,1,1,20240330,20240608
245094_117732,1,1,1,1,1,1,1,20240604,20240607
245094_117733,1,1,1,1,1,1,1,20240609,20241214
245094_117739,1,1,1,1,1,1,1,20240402,20240405
245094_117740,1,1,1,1,1,0,0,20240408,20240531
245094_117741,1,1,1,1,1,1,1,20240411,20240411
245094_117742,1,1,1,1,1,1,1,20240603,20240607
245094_117743,1,1,1,1,1,0,0,20240610,20241213
245094_117752,1,1,1,1,1,1,1,20240330,20240608
245094_117753,1,1,1,1,1,1,1,20240402,20240403
245094_117754,1,1,1,1,1,1,1,20240404,20240405
245094_117755,1,1,1,1,1,1,1,20240411,20240411
245094_117756,1,1,1,1,1,1,1,20240603,20240607
245094_117757,1,1,1,1,1,1,1,20240609,20241214
245094_117768,1,1,1,1,1,1,1,20240330,20240608
245094_117769,1,1,1,1,1,1,1,20240402,20240405
245094_117770,1,1,1,1,1,1,1,20240411,20240411
245094_117771,1,1,1,1,1,1,1,20240603,20240606
245094_117772,1,1,1,1,1,1,1,20240609,20241214
245094_117779,1,1,1,1,1,1,1,20240410,20240410
245094_117785,1,1,1,1,1,1,1,20240330,20240608
245094_117786,1,1,1,1,1,1,1,20240603,20240606
245094_117787,1,1,1,1,1,1,1,20240609,20241214
245095_116224,1,1,1,1,1,1,1,20240330,20240608
245095_116225,1,1,1,1,1,1,1,20240609,20241214
245095_116236,1,1,1,1,1,0,0,20240330,20240607
245095_116237,1,1,1,1,1,0,0,20240610,20241213
245095_116239,1,1,1,1,1,0,0,20240330,20240607
245095_116240,1,1,1,1,1,0,0,20240610,20241213
245095_116242,0,0,0,0,0,0,1,20240330,20240602
245095_116243,0,0,0,0,0,0,1,20240609,20241208
245095_116246,1,1,1,1,1,0,0,20240330,20240607
245095_116247,1,1,1,1,1,0,0,20240610,20241213
245095_116252,1,1,1,1,1,1,1,20240330,20240608
245095_116253,1,1,1,1,1,1,1,20240609,20241214
245095_116255,1,1,1,1,1,1,1,20240330,20240608
245095_116256,1,1,1,1,1,1,1,20240609,20241214
245095_116393,1,1,1,1,1,1,1,20240330,20240608
245095_116394,1,1,1,1,1,1,1,20240609,20241214
245095_116396,1,1,1,1,1,0,0,20240330,20240607
245095_116397,1,1,1,1,1,0,0,20240610,20241213
245095_116399,1,1,1,1,1,1,1,20240330,20240608
245095_116400,1,1,1,1,1,1,1,20240609,20241214
245095_116406,1,1,1,1,1,1,1,20240330,20240608
245095_116407,1,1,1,1,1,1,1,20240609,20241214
245095_116410,1,1,1,1,1,0,0,20240330,20240607
245095_116411,0,0,0,0,0,1,1,20240330,20240608
245095_116412,0,0,0,0,0,1,1,20240609,20241214
245095_116413,1,1,1,1,1,0,0,20240610,20241213
245095_116415,1,1,1,1,1,1,1,20240330,20240608
245095_116416,1,1,1,1,1,1,1,20240609,20241214
245095_116422,1,1,1,1,1,1,1,20240330,20240608
245095_116423,1,1,1,1,1,1,1,20240609,20241214
245095_116428,1,1,1,1,1,0,0,20240330,20240607
245095_116429,1,1,1,1,1,0,0,20240610,20241213
245095_116431,1,1,1,1,1,1,1,20240330,20240608
245095_116432,1,1,1,1,1,1,1,20240609,20241214
245095_116434,1,1,1,1,1,1,1,20240330,20240608
245095_116435,1,1,1,1,1,1,1,20240609,20241214
245095_116437,1,1,1,1,1,1,1,20240330,20240608
245095_116438,1,1,1,1,1,1,1,20240609,20241214
245095_116440,1,1,1,1,1,0,0,20240330,20240607
245095_116441,1,1,1,1,1,0,0,20240610,20241213
245095_116443,1,1,1,1,1,1,1,20240330,20240608
245095_116444,1,1,1,1,1,1,1,20240609,20241214
245095_116446,1,1,1,1,1,1,1,20240330,20240608
245095_116447,1,1,1,1,1,1,1,20240609,20241214
245095_116449,0,0,0,0,0,1,1,20240330,20240608
245095_116450,1,1,1,1,1,0,0,20240330,20240607
245095_116451,1,1,1,1,1,1,1,20240609,20241214
245095_116460,1,1,1,1,1,1,1,20240330,20240608
245095_116461,1,1,1,1,1,1,1,20240609,20241214
245095_116465,1,1,1,1,1,1,1,20240330,20240608
245095_116466,1,1,1,1,1,1,1,20240609,20241214
245095_116468,1,1,1,1,1,1,1,20240330,20240608
245095_116469,1,1,1,1,1,1,1,20240609,20241214
245095_116471,1,1,1,1,1,1,1,20240330,20240608
245095_116472,1,1,1,1,1,1,1,20240609,20241214
245095_116473,0,0,0,0,0,0,1,20240623,20240901
245095_116475,1,1,1,1,1,1,1,20240330,20240608
245095_116476,1,1,1,1,1,1,1,20240609,20241214
245095_116480,1,1,1,1,0,0,0,20240330,20240606
245095_116481,1,1,1,1,0,0,0,20240610,20241212
245095_116483,0,0,0,0,0,1,1,20240330,20240608
245095_116484,0,0,0,0,0,1,1,20240609,20241214
245095_116486,1,1,1,1,1,1,1,20240330,20240608
245095_116487,1,1,1,1,1,1,1,20240609,20241214
245096_116261,1,1,1,1,1,0,0,20240330,20240607
245096_116262,1,1,1,1,1,0,0,20240610,20241213
245096_116278,1,1,1,1,1,0,0,20240330,20240607
245096_116279,1,1,1,1,1,0,0,20240610,20241213
245096_116312,1,1,1,1,1,1,1,20240609,20240831
245096_116338,1,1,1,1,1,1,1,20240330,20240608
245096_116489,1,1,1,1,1,0,0,20240330,20240607
245096_116490,1,1,1,1,1,0,0,20240610,20241213
245096_116492,1,1,1,1,1,1,1,20240330,20240608
245096_116493,1,1,1,1,1,1,1,20240609,20241214
245096_116496,1,1,1,1,1,1,1,20240330,20240608
245096_116497,1,1,1,1,1,1,1,20240609,20241214
245096_116499,1,1,1,1,1,0,0,20240330,20240607
245096_116500,1,1,1,1,1,0,0,20240610,20241213
245096_116502,1,1,1,1,1,1,1,20240330,20240608
245096_116503,1,1,1,1,1,1,1,20240609,20241214
245096_116505,1,1,1,1,1,1,1,20240330,20240608
245096_116506,1,1,1,1,1,1,1,20240609,20241214
245096_116508,1,1,1,1,1,0,0,20240330,20240607
245096_116509,1,1,1,1,1,0,0,20240610,20241213
245096_116511,0,0,0,0,0,1,1,20240330,20240608
245096_116512,0,0,0,0,0,1,1,20240609,20241214
245096_116514,1,1,1,1,1,0,0,20240330,20240607
245096_116515,1,1,1,1,1,0,0,20240610,20241213
245096_116518,0,0,0,0,0,1,1,20240330,20240608
245096_116519,0,0,0,0,0,1,1,20240609,20241214
245096_116521,1,1,1,1,1,0,0,20240330,20240607
245096_116522,1,1,1,1,1,0,0,20240610,20241213
245096_116524,1,1,1,1,1,1,1,20240330,20240608
245096_116525,1,1,1,1,1,1,1,20240609,20241214
245096_116527,1,1,1,1,1,1,1,20240330,20240608
245096_116528,1,1,1,1,1,1,1,20240609,20241214
245096_116530,1,1,1,1,1,0,0,20240330,20240607
245096_116531,1,1,1,1,1,0,0,20240610,20241213
245096_116533,1,1,1,1,1,1,1,20240330,20240608
245096_116534,1,1,1,1,1,1,1,20240609,20241214
245096_116536,1,1,1,1,1,1,1,20240330,20240608
245096_116537,1,1,1,1,1,1,1,20240609,20241214
245096_116538,1,1,1,1,1,1,1,20240330,20240608
245096_116539,1,1,1,1,1,1,1,20240609,20240831
245097_116265,0,0,0,0,0,1,1,20240330,20240608
245097_116863,0,0,0,0,0,1,1,20240609,20241214
245098_116340,1,1,1,1,1,1,1,20241012,20241012
245098_117839,0,0,0,0,0,1,0,20240615,20241214
245098_117845,1,1,1,1,1,0,0,20240330,20240607
245098_117846,1,1,1,1,1,0,0,20240610,20241213
245098_117853,1,1,1,1,1,1,1,20240609,20241214
245098_117855,1,1,1,1,1,1,1,20240330,20240608
245098_117856,1,1,1,1,1,1,1,20240609,20241214
245098_117857,1,1,1,1,1,0,0,20240330,20241213
245098_117859,1,1,1,1,1,1,1,20240330,20240608
245098_117860,1,1,1,1,1,1,1,20240609,20241214
245098_117875,1,1,1,1,1,0,0,20240330,20240607
245098_117876,1,1,1,1,1,0,0,20240610,20241213
245098_117881,1,1,1,1,1,0,0,20240330,20240607
245098_117882,1,1,1,1,1,0,0,20240610,20241213
245098_117888,1,1,1,1,1,1,1,20240330,20240608
245098_117889,1,1,1,1,1,1,1,20240609,20241214
245098_117891,1,1,1,1,1,1,1,20240330,20240608
245098_117892,1,1,1,1,1,1,1,20240609,20241214
245098_117898,0,0,0,0,0,1,1,20240330,20240608
245098_117899,1,1,1,1,1,1,1,20240609,20240609
245098_117900,0,0,0,0,0,1,1,20240615,20241214
245098_117903,1,1,1,1,1,0,0,20240330,20240607
245098_117904,0,0,0,0,0,1,0,20240330,20240608
245098_117905,1,1,1,1,1,0,0,20240610,20241213
245098_117906,0,0,0,0,0,1,0,20240615,20241214
245098_117908,0,0,0,0,0,1,1,20240330,20240608
245098_117909,0,0,0,0,0,1,1,20240609,20241214
245098_117911,1,1,1,1,1,0,0,20240330,20240607
245098_117912,1,1,1,1,1,0,0,20240610,20241213
245098_117914,1,1,1,1,1,1,1,20240330,20240608
245098_117915,1,1,1,1,1,1,1,20240609,20241214
245098_117917,0,0,0,0,0,1,1,20240330,20241214
245098_117919,1,1,1,1,1,0,0,20240330,20241213
245098_117923,1,1,1,1,1,1,1,20240330,20240608
245098_117924,1,1,1,1,1,1,1,20240609,20241214
245098_117926,1,1,1,1,1,0,0,20240330,20240607
245098_117927,1,1,1,1,1,0,0,20240610,20241213
245098_117933,1,1,1,1,1,1,1,20240330,20240608
245098_117934,1,1,1,1,1,1,1,20240609,20241214
245098_117936,1,1,1,1,1,0,0,20240330,20240607
245098_117937,1,1,1,1,1,0,0,20240610,20241213
245098_117939,1,1,1,1,1,1,1,20240330,20240608
245098_117940,1,1,1,1,1,1,1,20240609,20241214
245098_117942,1,1,1,1,1,0,0,20240330,20240607
245098_117943,1,1,1,1,1,0,0,20240610,20241213
245098_117945,1,1,1,1,1,0,0,20240330,20240607
245098_117946,1,1,1,1,1,0,0,20240610,20241213
245098_117947,0,0,0,0,0,1,1,20240609,20241214
245098_117949,1,1,1,1,1,0,0,20240330,20240607
245098_117950,1,1,1,1,1,0,0,20240610,20241213
245098_117952,1,1,1,1,1,1,1,20240330,20240608
245098_117953,1,1,1,1,1,1,1,20240609,20241214
245099_116418,1,1,1,1,1,1,1,20240330,20240608
245099_116419,1,1,1,1,1,1,1,20240604,20240604
245099_116420,1,1,1,1,1,1,1,20240609,20241214
245099_116684,1,1,1,1,1,1,1,20240330,20240430
245099_116685,1,1,1,1,1,1,1,20240501,20240608
245099_116686,1,1,1,1,1,1,1,20240609,20241214
245099_116699,1,1,1,1,1,1,1,20240609,20241214
245099_116754,1,1,1,1,1,1,1,20240330,20240608
245099_116755,1,1,1,1,1,1,1,20240609,20241214
245099_117993,1,1,1,1,1,1,1,20240330,20240608
245099_117994,1,1,1,1,1,1,1,20240609,20241214
245099_118001,1,1,1,1,1,1,1,20240330,20240608
245099_118002,1,1,1,1,1,1,1,20240609,20241214
245099_118012,1,1,1,1,1,1,1,20240330,20240608
245099_118013,1,1,1,1,1,1,1,20240609,20241214
245099_118015,0,0,0,0,1,0,0,20240330,20240430
245099_118016,0,0,0,0,1,0,0,20240510,20240529
245099_118017,1,1,1,1,1,1,1,20240607,20240607
245099_118018,0,0,0,0,1,0,0,20240614,20240814
245099_118019,0,0,0,0,1,0,0,20240823,20241031
245099_118020,0,0,0,0,1,0,0,20241108,20241213
245099_118023,1,1,1,1,1,1,1,20240330,20240608
245099_118024,0,0,0,0,0,1,1,20240413,20240421
245099_118025,1,1,1,1,1,1,1,20240609,20241214
245100_116542,1,1,1,1,1,1,1,20240330,20240608
245100_116543,1,1,1,1,1,1,1,20240609,20241214
245100_116595,0,0,0,0,0,1,1,20240609,20241214
245100_116597,1,1,1,1,1,1,1,20240330,20240608
245100_116598,1,1,1,1,1,1,1,20240609,20241214
245100_116600,1,1,1,1,1,0,0,20240330,20240607
245100_116601,1,1,1,1,1,0,0,20240610,20241213
245100_116860,1,1,1,1,1,1,1,20240330,20240608
245100_116861,1,1,1,1,1,1,1,20240416,20240416
245100_116862,1,1,1,1,1,1,1,20240609,20241214
245100_116865,1,1,1,1,1,1,1,20240330,20240608
245100_116866,1,1,1,1,1,1,1,20240609,20241214
245100_116868,1,1,1,1,1,1,1,20240330,20240608
245100_116869,1,1,1,1,1,1,1,20240609,20241214
245100_116871,0,0,0,0,0,1,1,20240330,20240608
245100_116872,0,0,0,0,0,1,1,20240609,20241214
245100_116874,1,1,1,1,1,1,1,20240330,20240608
245100_116875,1,1,1,1,1,1,1,20240609,20241214
245100_117725,0,1,1,1,1,0,0,20240330,20240607
245100_117726,0,1,1,1,1,0,0,20240611,20241213
245100_117817,1,1,1,1,1,1,1,20240330,20240608
245100_117818,1,1,1,1,1,1,1,20240609,20241214
245100_117820,0,0,0,0,0,1,1,20240330,20241214
245100_117822,1,1,1,1,1,1,1,20240330,20240608
245100_117823,1,1,1,1,1,1,1,20240609,20241214
245100_117824,1,1,1,1,1,0,0,20240330,20241213
245101_116552,1,0,0,0,0,0,0,20240330,20240603
245101_116553,1,0,0,0,0,0,0,20240610,20241104
245101_116554,1,0,0,0,0,0,0,20241112,20241209
245101_117789,1,1,1,1,1,1,1,20240330,20240608
245101_117790,1,1,1,1,1,1,1,20240603,20240606
245101_117791,1,1,1,1,1,1,1,20240609,20241214
245102_116624,0,0,0,0,0,1,1,20240330,20240608
245102_116626,1,1,1,1,1,1,1,20240402,20240405
245102_116627,1,1,1,1,1,0,0,20240408,20240531
245102_116629,1,1,1,1,1,1,1,20240603,20240607
245102_116630,0,0,0,0,0,1,1,20240609,20241214
245102_116631,1,1,1,1,1,0,0,20240610,20241213
245103_116698,1,1,1,1,1,1,1,20240330,20240608
245104_116723,1,1,1,1,1,1,1,20240330,20240608
245104_116724,1,1,1,1,1,1,1,20240609,20241214
245104_116730,1,1,1,1,1,1,1,20240330,20240608
245104_116731,1,1,1,1,1,1,1,20240609,20241214
245104_116734,1,1,1,1,1,1,1,20240330,20240608
245104_116735,1,1,1,1,1,1,1,20240609,20241214
245104_116738,0,0,0,0,1,0,0,20240330,20240430
245104_116739,0,0,0,0,1,0,0,20240510,20240529
245104_116740,1,1,1,1,1,1,1,20240607,20240607
245104_116741,0,0,0,0,1,0,0,20240614,20240814
245104_116742,0,0,0,0,1,0,0,20240823,20241031
245104_116743,0,0,0,0,1,0,0,20241108,20241213
245104_116746,1,1,1,1,1,1,1,20240330,20240608
245104_116747,1,1,1,1,1,1,1,20240609,20241214
245104_117996,1,1,1,1,1,1,1,20240330,20240608
245104_117997,1,1,1,1,1,1,1,20240609,20241214
245104_118010,1,1,1,1,1,1,1,20240330,20240608
245104_118011,1,1,1,1,1,1,1,20240609,20241214
245104_118021,1,1,1,1,1,1,1,20240330,20240608
245104_118022,1,1,1,1,1,1,1,20240609,20241214
245105_116757,0,0,0,0,0,1,1,20240330,20240608
245105_116758,0,0,0,0,0,1,1,20240609,20241214
245105_116769,1,1,1,1,1,0,0,20240330,20240607
245105_116770,1,1,1,1,1,0,0,20240610,20241213
245105_117590,1,1,1,1,1,0,0,20240330,20240607
245105_117591,1,1,1,1,1,0,0,20240610,20241213
245105_117615,1,1,1,1,1,1,1,20240330,20240608
245105_117616,1,1,1,1,1,1,1,20240609,20241214
245105_117628,1,1,1,1,1,1,1,20240330,20240608
245105_117629,1,1,1,1,1,1,1,20240609,20241214
245106_116760,1,1,1,1,1,0,0,20240330,20240607
245106_116761,1,1,1,1,1,0,0,20240610,20241213
245106_116763,1,1,1,1,1,1,1,20240330,20240608
245106_116764,1,1,1,1,1,1,1,20240609,20241214
245106_116766,0,0,0,0,0,1,1,20240330,20240608
245106_116767,0,0,0,0,0,1,1,20240609,20241214
245106_117527,1,1,1,1,1,0,0,20240330,20240607
245106_117528,1,1,1,1,1,0,0,20240610,20241213
245106_117643,0,0,0,0,0,1,1,20240427,20240608
245106_117644,0,0,0,0,0,1,1,20240609,20240929
245106_117648,0,0,0,0,0,1,1,20240427,20240608
245106_117649,0,0,0,0,0,1,1,20240609,20240929
245106_118031,0,0,0,0,0,1,1,20240330,20240608
245106_118032,0,0,0,0,0,1,1,20240609,20241214
245106_118037,1,1,1,1,1,1,1,20240330,20240608
245106_118038,1,1,1,1,1,1,1,20240609,20241214
245107_116771,0,0,0,0,0,1,0,20240622,20240831
245108_116787,0,0,0,0,1,0,0,20240419,20240426
245108_116788,0,0,0,0,0,1,0,20240420,20240427
245109_116790,0,0,0,0,0,1,1,20240330,20240421
245109_116791,0,0,0,0,0,1,1,20240427,20240602
245109_116792,1,1,1,1,1,1,1,20240608,20240608
245109_116793,0,0,0,0,0,1,1,20240609,20241214
245109_116795,0,0,0,0,0,1,1,20240330,20240421
245109_116796,0,0,0,0,0,1,1,20240427,20240602
245109_116797,1,1,1,1,1,1,1,20240608,20240608
245109_116798,0,0,0,0,0,1,1,20240609,20241214
245109_116809,1,1,1,1,1,1,1,20240330,20240421
245109_116810,1,1,1,1,1,1,1,20240422,20240603
245109_116811,1,1,1,1,1,1,1,20240604,20240608
245109_116812,1,1,1,1,1,1,1,20240609,20241214
245109_116819,0,0,0,0,0,1,1,20240330,20240421
245109_116820,0,0,0,0,0,1,1,20240427,20240602
245109_116821,1,1,1,1,1,1,1,20240608,20240608
245109_116822,0,0,0,0,0,1,1,20240609,20241214
245109_116830,0,0,0,0,0,1,1,20240330,20240421
245109_116831,0,0,0,0,0,1,1,20240427,20240602
245109_116832,1,1,1,1,1,1,1,20240608,20240608
245109_116833,0,0,0,0,0,1,1,20240609,20241214
245109_116908,1,1,1,1,1,1,1,20240330,20240421
245109_116909,1,1,1,1,1,1,1,20240422,20240604
245109_116910,1,1,1,1,1,1,1,20240605,20240608
245109_116911,1,1,1,1,1,1,1,20240609,20241214
245109_116913,1,1,1,1,1,1,1,20240330,20240421
245109_116914,1,1,1,1,1,1,1,20240422,20240604
245109_116915,1,1,1,1,1,1,1,20240605,20240608
245109_116916,1,1,1,1,1,1,1,20240609,20241214
245109_116921,1,1,1,1,1,1,1,20240330,20240421
245109_116922,1,1,1,1,1,1,1,20240422,20240604
245109_116923,1,1,1,1,1,1,1,20240605,20240608
245109_116924,1,1,1,1,1,1,1,20240609,20241214
245109_116937,1,1,1,1,1,1,1,20240330,20240421
245109_116938,1,1,1,1,1,1,1,20240422,20240604
245109_116939,1,1,1,1,1,1,1,20240605,20240608
245109_116940,1,1,1,1,1,1,1,20240609,20241214
245109_116947,1,1,1,1,1,1,1,20240330,20240421
245109_116948,1,1,1,1,1,1,1,20240422,20240604
245109_116949,1,1,1,1,1,1,1,20240605,20240608
245109_116950,1,1,1,1,1,1,1,20240609,20241214
245109_116952,1,1,1,1,1,1,1,20240330,20240421
245109_116953,1,1,1,1,1,1,1,20240422,20240603
245109_116954,1,1,1,1,1,1,1,20240604,20240608
245109_116955,1,1,1,1,1,1,1,20240609,20241214
245109_116957,1,1,1,1,1,1,1,20240330,20240421
245109_116958,1,1,1,1,1,1,1,20240422,20240603
245109_116959,1,1,1,1,1,1,1,20240604,20240608
245109_116960,1,1,1,1,1,1,1,20240609,20241214
245109_116967,1,1,1,1,1,1,1,20240330,20240608
245109_116968,1,1,1,1,1,1,1,20240609,20241214
245109_116974,1,1,1,1,1,1,1,20240330,20240421
245109_116975,1,1,1,1,1,1,1,20240422,20240422
245109_116976,1,1,1,1,1,1,1,20240423,20240604
245109_116977,1,1,1,1,1,1,1,20240605,20240608
245109_116978,1,1,1,1,1,1,1,20240609,20241214
245109_116985,1,1,1,1,1,1,1,20240330,20240421
245109_116986,1,1,1,1,1,1,1,20240422,20240604
245109_116987,1,1,1,1,1,1,1,20240605,20240608
245109_116988,1,1,1,1,1,1,1,20240609,20241214
245109_116990,1,1,1,1,1,1,1,20240330,20240421
245109_116991,1,1,1,1,1,1,1,20240415,20240419
245109_116992,1,1,1,1,1,1,1,20240422,20240604
245109_116993,1,1,1,1,1,1,1,20240605,20240608
245109_116994,1,1,1,1,1,1,1,20240609,20241214
245109_117001,1,1,1,1,1,1,1,20240330,20240421
245109_117002,1,1,0,0,0,0,0,20240422,20240510
245109_117003,1,1,1,1,1,1,1,20240424,20240604
245109_117004,1,1,1,1,1,1,1,20240605,20240608
245109_117005,1,1,1,1,1,1,1,20240609,20241214
245109_117019,1,1,1,1,1,1,1,20240330,20240421
245109_117020,1,1,1,1,1,1,1,20240415,20240416
245109_117021,1,1,1,1,1,1,1,20240417,20240419
245109_117022,1,1,0,0,0,0,0,20240422,20240430
245109_117023,1,1,1,1,1,1,1,20240424,20240604
245109_117024,1,1,1,1,1,1,1,20240506,20240509
245109_117025,1,1,1,1,1,1,1,20240605,20240608
245109_117026,1,1,1,1,1,1,1,20240609,20241214
245110_116903,1,1,1,1,1,1,1,20240330,20240422
245110_116904,1,1,1,1,1,1,1,20240423,20240604
245110_116905,1,1,1,1,1,1,1,20240605,20240608
245110_116906,1,1,1,1,1,1,1,20240609,20241214
245111_117058,1,1,1,1,1,1,1,20240330,20240421
245111_117059,1,1,1,1,1,1,1,20240422,20240603
245111_117060,1,1,1,1,1,1,1,20240604,20240608
245111_117061,1,1,1,1,1,1,1,20240609,20241214
245112_117071,1,1,1,1,1,0,0,20240330,20240607
245112_117072,1,1,1,1,1,0,0,20240610,20241213
245112_117074,1,1,1,1,1,1,1,20240330,20240608
245112_117075,1,1,1,1,1,1,1,20240609,20241214
245112_117077,1,1,1,1,1,0,0,20240330,20240607
245112_117078,1,1,1,1,1,0,0,20240610,20241213
245112_117080,1,1,1,1,1,1,1,20240330,20240608
245112_117081,1,1,1,1,1,1,1,20240609,20241214
245112_117083,1,1,1,1,1,0,0,20240330,20240607
245112_117084,1,1,1,1,1,0,0,20240610,20241213
245112_117086,1,1,1,1,1,1,1,20240330,20240608
245112_117087,1,1,1,1,1,1,1,20240609,20241214
245112_117089,1,1,1,1,1,0,0,20240330,20241213
245112_117091,1,1,1,1,1,1,1,20240330,20240608
245112_117092,1,1,1,1,1,1,1,20240609,20241214
245112_117094,1,1,1,1,1,1,1,20240330,20241214
245112_117096,1,1,1,1,1,0,0,20240330,20240607
245112_117097,1,1,1,1,1,0,0,20240610,20241213
245112_117099,1,1,1,1,1,1,1,20240330,20240608
245112_117100,1,1,1,1,1,1,1,20240609,20241214
245112_117102,1,1,1,1,1,0,0,20240330,20240607
245112_117103,1,1,1,1,1,0,0,20240610,20241213
245112_117105,1,1,1,1,1,1,1,20240330,20240608
245112_117106,1,1,1,1,1,1,1,20240609,20241214
245112_117108,1,1,1,1,1,0,0,20240330,20240607
245112_117109,1,1,1,1,1,0,0,20240610,20241213
245112_117111,1,1,1,1,1,1,1,20240330,20240608
245112_117112,1,1,1,1,1,1,1,20240609,20241214
245112_117114,1,1,1,1,1,0,0,20240330,20240607
245112_117115,1,1,1,1,1,0,0,20240610,20241213
245112_117117,1,1,1,1,1,1,1,20240330,20241214
245112_117119,1,1,1,1,1,0,0,20240330,20240607
245112_117120,1,1,1,1,1,0,0,20240610,20241213
245112_117122,1,1,1,1,1,1,1,20240330,20240608
245112_117123,1,1,1,1,1,1,1,20240609,20241214
245112_117125,1,1,1,1,1,0,0,20240330,20240607
245112_117126,1,1,1,1,1,0,0,20240610,20241213
245112_117128,1,1,1,1,1,1,1,20240330,20240608
245112_117129,1,1,1,1,1,1,1,20240609,20241214
245112_117131,1,1,1,1,1,0,0,20240330,20240607
245112_117132,1,1,1,1,1,0,0,20240610,20241213
245112_117134,1,1,1,1,1,1,1,20240330,20240608
245112_117135,1,1,1,1,1,1,1,20240609,20241214
245112_117137,1,1,1,1,1,1,1,20240330,20240608
245112_117138,1,1,1,1,1,1,1,20240609,20241214
245112_117140,1,1,1,1,1,0,0,20240330,20240607
245112_117141,1,1,1,1,1,0,0,20240610,20241213
245112_117143,1,1,1,1,1,1,1,20240330,20240608
245112_117144,1,1,1,1,1,1,1,20240609,20241214
245112_117146,1,1,1,1,1,0,0,20240330,20240607
245112_117147,1,1,1,1,1,0,0,20240610,20241213
245112_117149,1,1,1,1,1,1,1,20240330,20240608
245112_117150,1,1,1,1,1,1,1,20240609,20241214
245112_117152,1,1,1,1,1,0,0,20240330,20240607
245112_117153,1,1,1,1,1,0,0,20240610,20241213
245112_117155,1,1,1,1,1,1,1,20240330,20240608
